Intercolumnar_distance,upper_margin,lower_margin,exploitation,row_number,modular_ratio,inter_linear_spacing,weight,peak_number,modular_ratio,class
-0.32643,-0.157769,0.424116,1.924954,0.17234000000000002,1.020811,0.069175,0.8541030000000001,0.968347,1.013355,X
0.17966700000000002,0.321153,0.242739,0.045844,0.17234000000000002,-0.557133,0.371178,0.676529,0.001721,-0.578332,A
-0.128929,0.383963,0.23207,1.248675,0.261718,0.522513,0.295677,-0.06115900000000001,-0.5283640000000001,0.418253,A
0.809204,-0.09496,0.118265,0.987502,0.976743,-0.972381,-1.440842,-0.307812,0.438262,0.074766,I
-0.22768,0.085618,0.239183,-0.523467,0.261718,-1.38763,-0.195078,1.620642,0.251173,-1.052641,E
-0.437525,-0.471816,0.463236,-0.545248,0.261718,3.636877,0.144676,-1.63039,-2.3368900000000004,3.353787,E
-0.585651,-0.354049,-3.210528,0.35651700000000003,0.261718,1.0623360000000002,0.408929,0.929628,0.282354,0.839918,E
0.031541,0.36826,-0.027547,0.237135,0.17234000000000002,-0.224934,0.748682,0.522041,0.344717,-0.477491,A
0.068573,-0.016447999999999997,0.274747,-0.03633,0.261718,0.024215,0.484429,-0.16126500000000002,0.375899,-0.102287,H
0.056229,0.054213,0.392108,-0.028960000000000007,0.261718,0.356414,0.55993,-0.199979,0.531806,0.15525899999999998,H
0.488263,-0.49537,0.111153,0.334258,0.976743,-0.598658,-0.950086,0.5665020000000001,1.997335,0.136441,I
-0.06721,0.336855,0.221401,-0.311258,0.261718,-0.224934,0.673182,0.680994,0.001721,-0.432597,G
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.847807,-2.762106,-1.732457,-0.87136,-2.214455,A
-0.00549,0.054213,0.32098000000000004,0.804804,0.17234000000000002,2.183507,-0.195078,-0.242538,0.905984,2.402926,X
0.13029200000000002,-1.6494939999999998,-3.210528,-2.636061,-2.419627,0.439463,0.861934,1.743522,0.344717,0.044146,A
0.019197,-0.087108,0.292529,0.240776,0.17234000000000002,-0.515608,0.371178,-0.4183060000000001,-0.029461,-0.5438310000000001,A
0.142636,-0.142067,0.246296,0.789259,-1.347089,0.522513,0.144676,-0.5440010000000001,-1.2455379999999998,0.507437,A
-0.042522,-0.29909,0.182281,1.151314,0.261718,0.605563,0.371178,0.822242,0.40708,0.44915,A
-0.32643,-0.6523939999999999,0.384996,-1.694222,-0.185173,-0.930856,-0.157328,-0.953123,0.282354,-0.639632,E
-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.474083,-0.119577,0.159206,0.531806,-0.235544,F
-0.375806,-0.291239,-3.210528,-0.835274,0.08296100000000001,-1.138481,-0.006326,0.081952,0.095265,-0.909053,D
0.290762,-0.181323,0.441898,-1.339925,0.261718,0.231839,-2.724356,-1.607441,-2.118619,0.177862,F
-0.128929,0.289748,0.235627,1.057473,0.17234000000000002,1.311485,0.069175,-0.410384,-0.060642,1.3004,E
-0.128929,-0.22843,-3.210528,-0.892742,0.17234000000000002,0.273364,0.182426,-0.240363,0.064084,0.270747,D
0.080916,0.164129,0.19295,0.8190069999999999,0.261718,1.228436,0.824183,0.16969,-0.247731,0.7466109999999999,A
0.463576,0.109171,0.224957,-1.411178,0.261718,1.186911,0.144676,-0.63869,0.095265,1.114136,A
-0.8819040000000001,-1.947839,0.217845,2.046336,0.17234000000000002,1.685209,0.748682,0.514838,1.623157,1.234073,X
-0.042522,0.10132,0.288973,0.7221529999999999,0.261718,0.771662,-0.157328,0.187533,0.126447,0.944099,A
-0.030178,0.014957,0.26407800000000003,0.374062,0.261718,0.273364,0.144676,0.212326,0.562987,0.287721,A
0.019197,0.289748,-0.116457,1.524856,-0.542686,-0.598658,1.088436,1.872693,0.375899,-0.954983,F
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.8962370000000001,0.6354310000000001,-0.303697,0.438262,0.564446,E
-0.017834,-0.149918,-2.975805,-1.078156,0.08296100000000001,-0.01731,0.408929,-0.408248,-0.216549,-0.118067,F
0.068573,0.06991499999999999,-0.002652,-1.1498270000000002,-1.257711,1.685209,0.371178,1.398394,0.594169,1.423265,F
-3.498799,-0.063555,7.458680999999999,0.129002,-4.9222150000000005,1.145386,0.861934,-0.567979,-0.43482,0.692291,W
0.13029200000000002,-0.024299,0.246296,0.121006,0.08296100000000001,0.14879,0.408929,0.219723,-0.372457,0.026486000000000003,A
0.599358,-0.377602,0.242739,-0.151028,0.976743,-0.01731,-0.723584,-0.531575,0.905984,0.535574,I
0.624046,-2.426761,0.178724,0.7113520000000001,1.066121,-0.847807,-1.705095,1.182203,1.623157,0.391479,I
0.080916,0.203385,0.249852,-0.423061,0.261718,-1.346105,-0.232828,0.342467,1.093072,-1.003131,H
0.056229,0.054213,0.392108,-0.028960000000000007,0.261718,-0.515608,0.031425,0.195998,0.843621,-0.355818,H
0.17966700000000002,0.321153,0.242739,0.045844,0.17234000000000002,-0.224934,0.295677,0.13000499999999998,-0.029461,-0.244092,A
-0.301743,-0.511072,0.463236,0.710665,0.261718,0.730137,0.861934,0.757491,0.4694430000000001,0.29294000000000003,E
0.142636,-1.916434,-0.023991,-0.504341,0.261718,-0.349509,0.408929,0.962926,0.126447,-0.412429,A
-0.338774,-0.314793,0.449011,1.243006,0.797987,0.314889,-1.25209,1.147528,2.059698,1.296663,X
-0.042522,0.10132,0.288973,0.7221529999999999,0.261718,0.273364,0.333428,0.894797,0.032902,0.176379,A
0.17966700000000002,-0.047852,0.274747,-0.605223,0.261718,-0.723232,-0.270579,-0.96285,-0.43482,-0.403846,F
-0.301743,-0.314793,0.399221,0.77052,0.708609,1.145386,-1.25209,-0.534158,1.24898,2.132698,Y
0.204355,0.038511,0.036468,0.655644,0.17234000000000002,0.273364,1.012935,0.220558,0.4694430000000001,-0.17083299999999998,A
-0.449869,-0.291239,0.434785,-0.068824,0.261718,1.602159,0.899684,-0.7999539999999999,0.251173,1.010136,E
-0.696746,-0.055704,-3.210528,0.628849,0.261718,0.522513,0.069175,1.051732,0.4694430000000001,0.564338,W
0.13029200000000002,0.062064,0.5059130000000001,0.417148,-1.168333,-0.10036,0.069175,0.662337,0.687713,0.047149,E
0.562327,-0.000745,-3.210528,-2.832246,0.261718,0.024215,0.55993,0.214423,0.157628,-0.16509400000000002,A
0.229043,0.572391,0.050694,-0.980138,-0.27455100000000005,-2.384226,-2.611104,1.167273,-1.806804,-3.531333,A
-0.00549,-0.660245,0.345875,-0.270589,0.261718,0.564038,0.484429,-0.782694,-0.310094,0.351263,A
0.624046,-0.189174,0.139604,0.38731,0.976743,-1.553729,-0.912336,-2.782869,-2.118619,-0.856902,I
0.043885,0.274046,0.182281,0.095763,0.261718,-0.224934,0.371178,-0.095214,-0.154186,-0.284754,F
0.019197,0.093469,0.4739060000000001,1.897295,0.17234000000000002,1.768258,0.446679,0.430225,1.217798,1.44834,X
0.080916,0.486028,0.14315999999999998,0.006427,0.261718,-0.6401819999999999,0.371178,1.763695,1.061891,-0.6560159999999999,G
-0.351118,0.022808,0.171611,1.1519700000000002,0.261718,-0.14188399999999998,0.371178,1.415149,2.1844240000000004,-0.206949,X
9.52396,-0.181323,0.068476,-2.8098080000000003,-2.777139,-2.6749,-2.9131080000000003,1.369756,-3.085245,-3.242576,A
0.266074,0.415367,0.089814,-0.68501,0.261718,-1.138481,0.446679,-0.124026,0.375899,-1.131566,G
0.401857,-0.29909,0.328093,0.432395,-1.257711,0.273364,1.6546919999999998,0.257137,0.001721,-0.490836,A
0.599358,0.7529680000000001,0.008017,-1.737905,-0.095795,0.356414,1.050686,-2.074828,-1.058449,-0.131051,F
0.142636,0.203385,-0.006209,-0.8348270000000001,0.261718,-0.847807,0.106925,-3.138404,-3.521785,-0.701246,A
-0.635027,-0.448263,0.299642,1.407861,0.17234000000000002,2.349606,-0.308329,0.6421060000000001,2.620965,2.517727,Y
0.624046,-2.426761,0.178724,0.7113520000000001,1.066121,-0.8062819999999999,-1.176589,0.347904,1.623157,0.057154,I
0.105604,0.556689,-0.031104000000000007,0.619301,0.17234000000000002,-0.557133,0.446679,0.697964,0.344717,-0.615462,A
-0.301743,-0.511072,0.463236,0.710665,0.261718,1.560634,0.7864329999999999,-0.7123520000000001,-0.216549,1.038972,E
-0.06721,-0.157769,-3.210528,-2.154594,-1.79398,-2.259651,0.182426,-2.008059,-0.060642,-2.026346,C
0.068573,0.289748,0.107596,1.267115,0.261718,0.356414,0.220177,0.990671,-0.154186,0.319474,A
0.57467,-0.134216,0.160942,1.252465,0.976743,-0.598658,-1.025587,0.691751,1.24898,0.180671,I
-0.091897,0.258344,0.445454,1.643582,0.08296100000000001,-0.183409,0.144676,0.24770100000000006,0.001721,-0.12363699999999997,W
0.13029200000000002,-0.157769,0.577041,-0.670986,0.17234000000000002,-0.557133,-0.006326,-0.735825,0.18881,-0.382629,C
0.019197,-0.173471,0.306755,-0.081535,0.17234000000000002,-0.847807,-0.081827,0.599528,0.001721,-0.610206,F
0.500607,0.140576,0.388552,-0.637358,0.261718,-0.432558,0.484429,0.96743,0.937165,-0.540913,H
0.4142,-0.173471,0.392108,-0.13088699999999998,0.261718,-0.723232,-0.270579,-0.321753,-0.341275,-0.398144,F
0.7721720000000001,0.030659,0.075589,0.371824,0.976743,-0.557133,-1.591843,0.130529,1.217798,0.599538,I
-0.22768,0.289748,0.132491,-0.234783,0.261718,-0.598658,0.295677,0.4102270000000001,0.8748020000000001,-0.577271,E
-0.017834,-0.440412,0.26763400000000004,1.39515,0.261718,1.186911,1.050686,0.8326680000000001,0.064084,0.569822,A
1.019049,0.211237,-0.155578,-0.311855,0.261718,-0.10036,0.861934,0.6277189999999999,-0.123005,-0.417721,A
-0.017834,0.23479,-0.180472,0.6210319999999999,0.261718,1.145386,0.6354310000000001,0.069371,-0.185368,0.7730600000000001,F
0.13029200000000002,-0.275537,0.274747,-0.574878,0.261718,-0.474083,0.220177,-1.378669,-1.058449,-0.425437,A
-0.770809,-0.11066199999999997,0.328093,0.26205,0.17234000000000002,0.314889,0.144676,-0.031182,0.219991,0.31766500000000003,D
-0.079554,0.187683,0.335206,0.745008,0.17234000000000002,0.231839,0.748682,1.03917,2.059698,-0.049883,X
-0.091897,0.2976,0.07914500000000001,0.196496,0.261718,1.186911,0.408929,-1.007175,-0.902542,0.943049,F
-0.042522,-0.173471,0.644613,0.089437,-0.989576,-1.055431,-1.32759,-1.077439,-0.996086,-0.095512,Y
0.09326,-1.680899,0.356544,0.180532,0.17234000000000002,0.522513,0.295677,0.8001659999999999,0.438262,0.438543,A
0.15498,-0.3619,0.40989,-0.171945,0.261718,-0.8062819999999999,-0.006326,0.010717,-0.247731,-0.60753,F
0.15498,0.289748,0.207175,-0.0072980000000000015,0.17234000000000002,1.103861,0.52218,-1.116096,-0.466001,0.805802,G
-0.00549,0.611647,0.022242,1.0121790000000002,0.261718,0.480988,0.55993,0.4523970000000001,0.064084,0.240766,A
0.142636,-0.291239,-3.210528,-2.167812,0.351096,-0.515608,0.182426,-0.6959850000000001,-0.247731,-0.450342,F
0.31545,0.540986,0.029355000000000006,-0.395163,0.261718,0.231839,0.446679,0.306859,0.40708,0.070764,G
-0.042522,-0.463965,0.392108,0.22699,0.261718,1.26996,1.126187,-0.56297,0.4694430000000001,0.597815,E
0.204355,0.360409,0.139604,0.299019,-0.095795,-0.557133,0.371178,1.378532,0.843621,-0.57011,A
0.043885,0.407516,0.047137,0.460921,0.261718,-0.847807,-0.044076,1.123161,0.219991,-0.634051,F
-0.215336,-0.20487600000000006,0.456124,-0.099826,0.17234000000000002,0.397939,0.899684,-0.8983899999999999,0.251173,0.0011220000000000002,E
0.229043,0.572391,0.050694,-0.980138,-0.27455100000000005,-0.01731,0.446679,0.754055,0.219991,-0.13744,A
-0.017834,-0.149918,-2.975805,-1.078156,0.08296100000000001,-1.013906,0.371178,-0.894857,-0.964905,-0.982709,F
-0.252367,-0.11066199999999997,0.452567,0.8883209999999999,0.17234000000000002,0.024215,0.144676,-0.049510000000000005,0.62535,0.061687,D
0.031541,-2.426761,0.37077,0.77977,0.17234000000000002,0.937762,0.295677,0.841075,0.095265,0.796037,A
0.31545,-0.989994,0.157386,-2.450289,0.17234000000000002,-0.8062819999999999,0.408929,-2.495618,-2.118619,-0.757484,X
0.648733,-0.197025,0.029355000000000006,0.335213,-0.185173,-1.38763,-1.063338,-0.542855,0.219991,-0.6113029999999999,I
-0.560964,0.329004,0.296086,0.755571,0.261718,0.314889,-0.081827,1.248235,1.217798,0.4451850000000001,E
0.192011,-0.259834,0.402778,-0.06592999999999999,0.261718,0.107265,0.257927,-0.068848,-0.123005,0.076563,A
-0.017834,-0.440412,0.26763400000000004,1.39515,0.261718,0.273364,0.106925,1.093688,0.095265,0.322174,A
0.290762,0.156278,0.136047,1.401386,0.08296100000000001,-0.557133,0.257927,0.146294,-0.43482,-0.52242,A
0.019197,-0.016447999999999997,-3.210528,-0.310423,0.261718,0.439463,0.371178,1.011852,0.40708,0.31822,A
0.105604,0.014957,0.377883,-0.4322220000000001,0.261718,-0.266459,0.52218,-0.407472,0.968347,-0.356663,H
-0.00549,-0.071406,0.352988,-0.20667600000000005,0.261718,-1.429155,0.295677,0.80537,0.968347,-1.318023,H
-0.375806,-0.275537,0.449011,0.55685,0.17234000000000002,-0.349509,0.106925,-0.055432,0.718895,-0.237907,D
0.15498,-0.251983,0.125378,-0.5766979999999999,-0.9001979999999999,0.647088,0.069175,-1.37067,-0.5283640000000001,0.679355,A
0.512951,-0.306942,0.061363,1.371548,0.976743,-0.474083,-1.403091,1.603615,1.68552,0.531849,I
-0.252367,-0.008597,-2.044028,0.342613,0.351096,-0.764757,0.824183,0.130704,1.155435,-0.963469,X
0.167323,0.148427,0.278304,-0.289596,0.261718,-0.557133,0.446679,-0.351109,0.438262,-0.618247,H
-0.16596,-0.173471,-2.908234,-1.6700240000000002,0.351096,-0.01731,0.144676,0.034326,-0.091823,0.028849,F
-0.338774,-0.314793,0.449011,1.243006,0.797987,-0.05883500000000001,-1.667344,1.408334,2.30915,1.134424,X
0.117948,-0.220579,-3.210528,-1.623238,0.261718,-0.349509,0.257927,-0.385979,-0.247731,-0.33131,A
0.09326,-0.26768600000000004,0.16805499999999998,-0.383884,0.261718,-0.05883500000000001,0.899684,-0.656067,-0.060642,-0.408114,A
0.204355,-0.448263,0.349432,0.689659,0.261718,0.979286,-0.308329,-0.873908,-0.091823,1.226743,A
-0.202992,-0.377602,0.434785,0.244803,-0.721442,-1.096956,0.031425,2.137228,1.061891,-0.88669,E
0.47592,-0.338346,0.047137,-0.000972,0.976743,0.730137,-1.138838,-2.033784,-0.403638,1.598041,I
0.09326,-0.212727,0.260522,-0.5272560000000001,0.261718,-0.6401819999999999,-0.34608,-0.859035,-0.216549,-0.282608,F
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.688613,0.220177,1.009154,-0.029461,0.620213,F
0.15498,-0.16562000000000002,-3.210528,-1.32068,-0.185173,1.768258,0.55993,-1.956394,-1.2455379999999998,1.367463,A
0.216699,0.2976,0.249852,-0.041313,0.261718,0.480988,0.069175,0.5097510000000001,0.032902,0.520469,A
0.15498,0.140576,0.228514,0.766134,-1.257711,0.564038,0.371178,0.647173,-0.310094,0.41829,A
-0.079554,0.313302,0.139604,0.295528,0.261718,1.602159,0.031425,0.033937,0.001721,1.571206,A
0.031541,-0.118513,0.3743260000000001,-0.066706,0.261718,-0.14188399999999998,-0.157328,-0.114202,-0.060642,0.081011,A
0.488263,-0.49537,0.111153,0.334258,0.976743,-0.474083,-1.629594,0.872994,1.747883,0.741343,I
0.229043,0.124874,0.182281,0.686496,0.261718,-0.266459,0.371178,-0.180525,-0.8089970000000001,-0.318014,A
0.364825,-0.047852,-0.038216,0.327813,0.261718,0.273364,0.295677,-0.393823,-0.8089970000000001,0.202201,A
-0.141273,0.250492,0.406334,1.250286,-2.687761,1.020811,0.031425,2.70008,2.465057,1.041805,E
0.117948,-0.189174,0.029355000000000006,0.763359,0.887365,-0.05883500000000001,-1.28984,1.291687,0.8748020000000001,0.89061,I
-0.252367,0.06991499999999999,0.246296,0.52355,0.261718,-0.8062819999999999,-0.044076,1.485336,1.093072,-0.588627,E
-0.00549,-0.660245,0.345875,-0.270589,0.261718,1.519109,0.52218,-1.159373,-0.5283640000000001,1.163936,A
-0.054866,0.313302,0.05425,0.218427,0.261718,-0.266459,0.446679,-0.249566,-0.185368,-0.36122,A
0.142636,-0.448263,0.438342,0.978909,0.261718,2.308081,0.069175,-1.1969610000000002,-0.87136,2.186078,F
-0.26471100000000003,-0.09496,0.01513,-0.597346,0.261718,0.14879,0.333428,-0.157324,0.375899,0.055008,E
-0.06721,-0.4325600000000001,-3.210528,-0.875108,0.17234000000000002,-0.224934,0.295677,0.508741,0.812439,-0.225455,A
0.278418,0.06991499999999999,0.214288,-2.283942,0.08296100000000001,-2.176602,0.031425,-3.284641,-1.2455379999999998,-1.882854,A
-0.202992,0.203385,0.33165,-1.115215,0.08296100000000001,-1.38763,-2.9131080000000003,-0.028502,-0.310094,-2.591816,D
0.377169,0.164129,0.139604,-0.241825,0.17234000000000002,-0.266459,0.257927,-0.122939,-0.247731,-0.254471,A
-2.573011,0.06991499999999999,0.246296,-3.018853,0.08296100000000001,-2.633375,-0.006326,0.570133,-2.8669740000000004,-2.268932,H
-0.32643,-0.6523939999999999,0.384996,-1.694222,-0.185173,-1.346105,0.220177,-2.187865,-1.682078,-1.211239,E
0.216699,0.2976,0.249852,-0.041313,0.261718,-0.432558,0.333428,0.192814,0.219991,-0.444882,A
0.043885,0.69801,0.022242,0.912997,0.261718,-0.14188399999999998,0.144676,1.113415,0.126447,-0.089002,F
-0.215336,-0.20487600000000006,0.456124,-0.099826,0.17234000000000002,-0.474083,0.069175,0.7171649999999999,0.843621,-0.336145,E
-0.030178,-0.346197,0.235627,-1.08105,0.17234000000000002,-1.013906,0.257927,-1.04787,-0.154186,-0.925351,E
-0.425181,-0.220579,0.306755,0.496637,0.261718,1.020811,0.069175,-1.584997,-1.526171,1.010787,E
0.944986,0.132725,0.136047,0.564936,0.17234000000000002,-0.14188399999999998,0.52218,-0.292028,-0.746634,-0.287502,A
0.056229,0.007106,0.406334,0.455401,0.261718,1.145386,0.6354310000000001,0.198852,-0.154186,0.790673,A
-0.314087,-0.157769,0.043581,1.051505,0.17234000000000002,0.564038,0.484429,-0.05017,0.032902,0.334386,E
-0.017834,0.336855,0.235627,-0.5111439999999999,-0.81082,0.688613,0.673182,-1.170167,-0.43482,0.355266,G
-0.252367,0.06991499999999999,0.246296,0.52355,0.261718,1.103861,1.6546919999999998,0.473716,1.061891,0.178887,E
-0.141273,0.7294149999999999,0.07914500000000001,0.15170899999999998,0.261718,0.356414,0.6354310000000001,-0.060422,0.251173,0.08893200000000001,F
-0.116585,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,-0.889332,-3.10186,-1.268332,-0.185368,-2.082632,E
-3.498799,-0.573882,0.356544,0.750648,-4.9222150000000005,0.06573999999999999,0.182426,0.565084,0.375899,0.07670700000000001,A
-0.030178,-0.063555,0.274747,-0.394925,0.261718,-0.847807,0.52218,0.29583200000000004,0.219991,-0.90886,F
-2.523635,-0.346197,-2.349878,-0.775688,0.17234000000000002,-1.22153,0.031425,-2.818205,-1.307901,-1.009219,F
-0.079554,0.187683,-0.070224,0.211236,0.261718,-1.180006,0.144676,-2.991022,-3.20997,-1.028857,A
0.142636,-0.244132,-3.206971,0.165524,0.887365,-0.30798400000000004,-0.459331,0.6475029999999999,-0.372457,0.162914,I
-0.314087,-0.236281,0.029355000000000006,0.460861,0.261718,0.190314,0.031425,0.160526,0.531806,0.279764,A
-0.091897,0.226939,0.26763400000000004,0.024091,0.261718,1.228436,0.748682,-1.168905,-0.185368,0.77617,H
-0.696746,-0.055704,-3.210528,0.628849,0.261718,3.844501,0.55993,-0.339246,-1.120812,3.240782,W
0.266074,0.580242,0.114709,-0.165469,0.261718,-0.723232,0.597681,0.419644,-0.123005,-0.834817,A
-0.202992,-0.338346,0.434785,-0.184417,0.08296100000000001,2.183507,0.408929,-0.189806,-0.278912,1.820048,A
-0.696746,-0.055704,-3.210528,0.628849,0.261718,0.356414,-0.157328,1.036763,0.064084,0.539673,W
0.167323,0.117022,0.047137,-0.174809,0.261718,0.771662,0.861934,-0.629371,-0.278912,0.327225,A
-3.498799,0.486028,0.139604,-5.440122,-0.006417,-0.30798400000000004,0.182426,0.242148,-2.243345,-0.261933,A
-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.937762,0.597681,-0.35877800000000004,-0.5283640000000001,0.620213,A
-0.314087,-0.236281,0.029355000000000006,0.460861,0.261718,0.605563,0.031425,-0.118493,0.219991,0.666251,A
-0.301743,0.352558,0.288973,1.638181,0.261718,1.228436,0.446679,0.695634,0.843621,0.989691,E
0.266074,-0.134216,0.214288,-0.229323,0.261718,-0.889332,-0.195078,0.5991390000000001,0.62535,-0.58712,F
0.17966700000000002,-0.047852,0.274747,-0.605223,0.261718,-0.8062819999999999,0.333428,-0.183787,-0.154186,-0.77676,F
0.266074,0.164129,0.118265,0.320234,0.261718,0.231839,0.861934,-0.324723,-0.216549,-0.135378,A
0.043885,0.187683,0.303198,-0.717056,-1.79398,1.0623360000000002,0.257927,1.160128,0.31353600000000004,0.925244,A
0.624046,-0.189174,0.139604,0.38731,0.976743,-1.844403,-1.742845,0.059527,1.46725,-0.629326,I
0.019197,0.289748,-0.116457,1.524856,-0.542686,-0.01731,0.069175,2.401724,0.282354,0.072585,F
0.192011,-0.03215,0.452567,-0.877078,0.261718,0.439463,0.446679,-0.441954,0.126447,0.263827,A
-0.042522,0.7529680000000001,-0.109344,1.041241,-1.347089,2.474181,0.484429,-0.5492239999999999,-0.87136,2.044165,F
0.401857,-0.26768600000000004,0.299642,-0.808002,0.261718,0.231839,0.333428,-1.380786,-0.5283640000000001,0.145458,F
0.13029200000000002,-0.157769,0.577041,-0.670986,0.17234000000000002,-1.013906,0.295677,0.5942850000000001,1.03071,-0.95837,C
-0.030178,0.391814,0.217845,-0.07332999999999999,0.261718,0.480988,0.748682,0.604517,0.438262,0.14643499999999998,G
0.117948,-0.008597,0.623275,-0.855684,0.17234000000000002,0.273364,0.7864329999999999,0.8859819999999999,-0.310094,-0.06513300000000001,A
-0.38815,0.321153,0.107596,0.886232,0.351096,0.605563,0.333428,0.006173,-0.43482,0.482929,F
-0.091897,0.43107,0.047137,-0.048505,0.261718,-0.474083,0.295677,0.332741,0.375899,-0.470728,G
0.216699,0.321153,0.128935,0.491087,0.261718,0.647088,0.408929,0.350137,-0.123005,0.480627,A
0.006853,-0.055704,0.335206,1.7788970000000002,0.261718,0.314889,0.069175,0.631369,0.31353600000000004,0.36755,A
-0.301743,-0.511072,0.463236,0.710665,0.261718,0.979286,-0.34608,0.038384,0.62535,1.282799,E
-0.042522,0.2976,0.07914500000000001,1.500568,0.351096,-0.391033,0.333428,0.632825,-0.216549,-0.409608,F
0.426544,-0.055704,-0.08445,0.139087,0.976743,-0.432558,-0.8745850000000001,-0.6290399999999999,0.62535,0.252821,I
-0.363462,0.23479,0.000904,0.759778,0.261718,1.103861,0.295677,-0.183379,-0.091823,0.942797,G
-0.079554,-0.338346,0.40989,0.129748,0.17234000000000002,-0.224934,0.144676,0.741687,0.500624,-0.16375599999999998,A
-0.153617,-0.03215,0.271191,0.057241,0.261718,0.356414,0.257927,-0.4743,-0.43482,0.299414,A
0.4142,-0.173471,0.392108,-0.13088699999999998,0.261718,-0.14188399999999998,0.597681,-0.66793,-0.559546,-0.326778,F
0.105604,0.289748,0.171611,-0.220044,0.261718,0.024215,0.182426,-0.581318,-0.403638,0.032007,A
0.019197,-0.28338800000000003,0.214288,0.857677,0.261718,0.439463,0.408929,0.252341,0.032902,0.283923,A
-0.00549,-0.22843,-0.063111,-2.127352,0.17234000000000002,-1.802878,-0.34608,-1.615984,-0.43482,-1.37989,C
0.192011,0.509582,0.07914500000000001,1.072093,0.261718,1.186911,0.144676,0.578171,0.500624,1.116933,A
0.340137,0.399665,0.207175,-0.724993,0.261718,-1.512204,0.031425,-0.520489,-0.466001,-1.275083,A
0.031541,-2.426761,0.37077,0.77977,0.17234000000000002,1.519109,0.52218,0.633835,0.219991,1.168806,A
-0.22768,0.446772,0.534365,0.177429,0.17234000000000002,-0.557133,0.673182,0.367999,0.937165,-0.7266819999999999,E
0.09326,-1.680899,0.356544,0.180532,0.17234000000000002,-0.01731,0.408929,-0.490376,-0.029461,-0.11716300000000003,A
0.648733,0.242641,-0.045329,-0.444157,0.261718,2.72333,0.295677,-2.446226,-2.149801,2.402058,A
-0.375806,-0.275537,0.449011,0.55685,0.17234000000000002,1.560634,0.257927,-0.617896,-0.65309,1.3827120000000002,D
0.15498,0.595945,0.036468,-0.126143,0.261718,0.107265,0.7864329999999999,-0.175477,-0.091823,-0.204346,A
0.09326,0.054213,0.3743260000000001,0.378926,0.261718,1.145386,0.144676,-0.4052,-0.933723,1.085385,H
0.25373,0.219088,0.14315999999999998,0.720541,0.261718,1.43606,0.899684,-0.386736,0.251173,0.8683200000000001,A
-0.06721,0.462474,0.10404,0.463129,0.261718,-0.183409,0.597681,0.8642569999999999,0.157628,-0.353612,F
-0.32643,-0.07925700000000001,0.239183,0.5669350000000001,0.261718,1.560634,0.371178,-0.279505,0.438262,1.315035,E
0.192011,0.509582,0.07914500000000001,1.072093,0.261718,1.020811,0.295677,0.430613,0.438262,0.86879,A
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.688613,-0.006326,-1.110329,-1.214356,0.757304,A
-0.042522,-0.463965,0.392108,0.22699,0.261718,-0.224934,1.012935,0.323829,0.282354,-0.6073729999999999,E
-0.079554,-0.291239,0.388552,0.855618,0.261718,0.024215,0.069175,0.441836,0.064084,0.132101,F
-0.178304,-0.338346,0.45968,1.40246,0.797987,-0.474083,-1.025587,-0.208969,-0.091823,0.344898,Y
-0.252367,0.06991499999999999,0.246296,0.52355,0.261718,-0.10036,0.106925,1.970527,1.186617,-0.037768,E
-0.079554,0.187683,-0.070224,0.211236,0.261718,0.522513,0.408929,-0.699752,0.095265,0.372938,A
-0.314087,-0.063555,0.42056,0.003921,0.17234000000000002,-0.8062819999999999,0.031425,-0.678705,-0.8401790000000001,-0.613316,D
-0.412837,-0.7073520000000001,0.356544,1.604166,-0.989576,0.730137,0.220177,0.875984,0.905984,0.65005,E
0.15498,0.595945,0.036468,-0.126143,0.261718,0.356414,0.446679,-0.448109,-0.123005,0.200309,A
0.105604,0.556689,-0.031104000000000007,0.619301,0.17234000000000002,-0.6401819999999999,-0.044076,-0.214172,-0.590727,-0.440566,A
0.117948,0.171981,0.217845,1.738109,0.261718,0.688613,-0.232828,1.374047,0.095265,0.899386,A
-0.351118,-0.314793,0.573485,1.670018,-0.185173,0.480988,-1.28984,2.045743,2.870416,1.448678,X
0.15498,-0.236281,0.01513,0.558909,0.17234000000000002,-1.180006,-0.044076,1.798157,-2.399252,-0.939275,A
-0.06721,-0.275537,0.253409,0.371526,-1.078955,1.726734,0.55993,-0.801507,-0.372457,1.328802,A
-0.26471100000000003,-0.448263,0.431229,-1.121421,0.261718,-0.515608,-0.195078,1.163953,-0.060642,-0.242729,F
-0.32643,-0.07925700000000001,0.239183,0.5669350000000001,0.261718,-0.266459,0.031425,0.687751,0.8748020000000001,-0.13838,E
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.10036,0.031425,1.541641,0.812439,0.016805,E
-3.498799,-0.22843,-3.210528,-0.316957,-4.9222150000000005,0.937762,0.446679,-1.203737,-1.089631,0.726274,A
0.056229,-0.291239,0.239183,0.767954,0.17234000000000002,0.688613,1.050686,-0.286708,0.7500760000000001,0.149291,A
